case,test_name,partner,base_url,admin_username,admin_password,login_username,login_password,
test_4789,Quiz - New Quiz with Anonymous User,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4790,Quiz - New Quiz after Refresh with Anonymous User,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4791,Quiz - Submitted Quiz 0% score with Media Owner,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4792,Quiz - Submitted Quiz 50% score with Media Owner,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4804,Quiz - Submitted Quiz in Channel with Normal User,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4805,Quiz - Submitted Quiz with Media Owner and reopen it with Normal user ( New state for Quiz),2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4806,Quiz - Details Section - Download functionality - Anonymous User in KMS,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4807,Quiz - Answer Quiz (without submitting it) with KMS Anonymous and Refresh,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4808,Quiz - Submitted Quiz for Audio Entry,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4809,Quiz - Resumed Quiz for Audio Entry,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4810,Quiz - New Quiz for Audio Entry,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4811,Quiz - Submitted Quiz for Youtube Entry,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4812,Quiz - Resumed Quiz for Youtube Entry,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4813,Quiz - New Quiz for Youtube EntryResumed,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4814,Quiz - Youtube based entry: Submitted Quiz with many Quiz Questions (15 questions),2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4815,Quiz - Secure Embed OFF - New Quiz with Anonymous User,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4816,Quiz - Secure Embed OFF - Answer Quiz (without submitting it) with Anonymous User and Refresh	,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4817,Quiz - Secure Embed OFF - Submit Quiz (with score verification) with Anonymous User,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4818,Quiz - Secure Embed OFF - Download functionality - Anonymous User	,2438361-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1027,Edit entry - thumbnail tab,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_653,Free trial,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1573,Home Page Playlist,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_643,Home Page Carousel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_709,Category - Entries details,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_734,Channel - Entries details,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_731,Channel page Information,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_732,Channel page - Add New Media to channel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_672,My media - Navigate to entry page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_665,My media - Search in my media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_728,My Channels - Search as member,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_727,My Channels - Search as manager,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_729,My Channels - Search as subscriber,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_726,My Channels - Filter view,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_724,My Channels - Sort Channels,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_668,My Media - Sort media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_667,My Media - Filter by media Type,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_666,My Media - Filter by status,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_670,My Media - Expand media details,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_669,My Media - View: Collapsed,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_747,Channel page - Shared Repository,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_722,Categories - Browse channels,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_741,Channel page - Enable subscription in channel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_711,Categories - Edit metadata,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_638,Global Search for Media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_2510,Global Search for Category,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_637,Global Search for Channel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_639,Global Search for Captions in Video,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1026,Publish from upload page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_716,Categories Type,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_651,Navigate to entry page from upload page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1395,Channel Type (Open / Restricted / Private),2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_735,Channel page - Search in channel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_730,My Channels - Create Channel,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_738,Channel page - Edit metadata,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_714,Categories - Enable Disable comments in category,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_712,Categories - Members tab,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_721,Categories - Import Mermbers,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_719,Categories - Enable / Disable Inherit permissions,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1025,Categories - Sort media on category page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_641,Navigation,2370151-1,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_644,Upload media from desktop and verify player,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_1594,Entry required field,2373952-3,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2565,Watch History - Add entry (Private) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2566,Watch History - Add entry (Published to channel- public) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2567,Watch History - delete entry (Published to channel) from watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2568,Watch History - delete multiple entries from watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2569,Watch History - clear history,2373952-5,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2571,Watch History - Add entry audio (Private) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2573,Watch History - Add quiz entry (Private) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2579,Watch History - Add entry (Published to channel- Private) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2580,Watch History - Add entry (Published to channel- Restricted) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2581,Watch History - Add entry (Published to channel- Open) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2582,Watch History - Add entry (Published to Category - public) to watch list history,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2606,Watch History - Delete Entry from KMS,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2648,Watch History - Entry appear in watch list history after change privacy,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2667,Watch History - Entry Viewed in channel,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2668,Watch History - Entry Viewed in gallery,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2671,Watch History - Youtube Viewed in,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2673,Watch History - Entry Viewed in Embed,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2679,Watch History - Resume playback,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2694,Watch History - Search by Description,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2697,Watch History - Filter media type - video,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2728,Watch History - Continue Watching playlist in home page,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2742,Watch History - Entry appear in both continue watch and recently watched playlists-Replay,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2750,Watch History - Recently Watched playlist in home page,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2755,Watch History - Recently Watched playlist in home page - audio,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2757,Watch History - Recently Watched playlist in home page - Quiz,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_687,Entry page - Embed Entry,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_637,Playlists - Embed playlist,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_673,Playlists - Embed playlist,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_674,Playlists - Delete playlist,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_676,Playlists - Add to playlist Entry already existing inside,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_677,Playlists - Add Entry from My Media to Several Playlists,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_678,Playlists - Add entry from Entry Page to several playlists together,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_679,Playlists- Add Video Audio Image Remove Entry from one of playlist during to add same Entry to new,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_681,Playlists - Add several entries to new and existing playlists,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_683,Playlists - Create Empty Playlist,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,
test_4542,Playlists - Delete Entries From Playlist,2362001-1,mediaspace.kaltura.com,orifl@mailinator.com,Kaltura1!,admin,123456,Kaltura1!
test_695,Entry page - Add caption,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_739,Channel - Members tab,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_699,Entry page - Disable comments,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_698,Entry page - Close discussion,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_697,Entry page - Add comment,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_703,Entry page - Replace video,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_692,Entry page - Side My Media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_702,Entry page - Attachments,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_4803,Edit entry page - Change clipping permission,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_662,My Media - Publish to category - single,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_664,My Media - Publish to category - multiple,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_663,My Media - Publish to channel - multiple,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_661,My Media - Publish to channel - single,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_671,My Media - Navigate to Edit Entry page from My Media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_658,My Media - Add to a new playlist - Single,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_656,My Media - Add to a new playlist- multiple,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_657,My Media - Add to an existing playlist - Single,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_655,My Media - Add to existing playlist - multiple,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_659,My Media - Delete - multiple,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_660,My Media - Delete - single,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_694,Entry page - Publish to category from entry page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_693,Entry page - Publish to channel from entry page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_686,Entry page - Like Unlike,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_688,Entry page - Delete media from entry page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_689,Entry page - Add to playlist from entry page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_691,Entry page - Related Media,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_684,Entry page - Navigate to Edit Entry Page from Entry Page,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_685,Entry page - Edit Metadata,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_707,Categories - Add new media from my media to category,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_705,Categories - Search in category,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_710,Categories - Edit Entry link,2370151,mediaspace.kaltura.com,pythonautomation1@mailinator.com,Kaltura1!,python_automation,Kaltura1!,
test_2693,Watch History - Search by name,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_2702,Watch History - Filter by watch status,2373952-4,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_3902,Sort by - Galleries page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_3901,Sort by - My Channels - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4309,Sort by - Channels - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4311,eSearch - Sort by - My Media - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4314,eSearch - Sort by - Global search - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4315,eSearch - Sort by - Add to channel - My media tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4316,eSearch - Sort by - Add to channel - SR tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4318,eSearch - Sort by - Add to gallery - My Media tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4319,eSearch - Sort by - Add to gallery - SR tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4322,eSearch - Sort by - Channel - media tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4325,eSearch - Sort by - Gallery - media tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4326,eSearch - Sort by - Add new quiz - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4327,eSearch - Sort by - Channel - pending tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4328,eSearch - Sort by - Gallery - pending tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4343,eSearch - Search In - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4345,eSearch - Search In - Global search,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4346,eSearch - Search In - Add to channel - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4347,eSearch - Search In - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4348,eSearch - Search In - Add to Gallery - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4349,eSearch - Search In - Add to Gallery - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4350,eSearch - Search In - channel - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4351,eSearch - Search In - Gallery - media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4352,eSearch - Search In - channel - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4353,eSearch - Search In - gallery - pending tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4357,eSearch - Search In - Add new quiz,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4358,eSearch - Filter by media type with search - add to channel SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4361,eSearch - Fields display in results - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4395,eSearch - Fields display in results - Multiple - My Media,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4396,eSearch - Fields display in results - Single - Global page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4397,eSearch - Fields display in results - Multiple - Global page,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4398,eSearch - Sort by - My Media - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4399,eSearch - Sort by - Add to channel - My media tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4400,eSearch - Sort by - Add to channel - SR tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4401,eSearch - Sort by - Add to gallery - My media tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4402,eSearch - Sort by - Add to gallery - SR tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4403,eSearch - Sort by - Channel - media tab - when search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4404,eSearch - Sort by - Gallery - media tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4405,eSearch - Sort by - Add new quiz - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4406,eSearch - Sort by - Channel - pending tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4407,eSearch - Sort by - Gallery - pending tab - when no search is made,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4408,eSearch - Fields display in results - Single - Add to channel - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4410,eSearch - Fields display in results - Multiple - Add to channel - My media tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4411,eSearch - Fields display in results - Single - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
test_4412,eSearch - Fields display in results - Multiple - Add to channel - SR tab,2443872,mediaspace.kaltura.com,inbar.willman@kaltura.com,Kaltura1!,inbar.willman@kaltura.com,Kaltura1!,
